date, pm25, pm10, o3, no2, so2, co, psi,total
22-01-16,46,16,9,9,1,2,37,120
23-01-16,33,18,16,6,1,1,40,115
24-01-16,41,21,12,8, ,2,43,127
25-01-16,42,22,8,13,1,2,44,132
26-01-16,48,24,14,8,1,2,44,141
27-01-16,46,23,13,12,2,2,45,143
28-01-16,46,20,9,12,5,3,48,143
29-01-16,47,18,12,8,1,2,38,126
30-01-16,32,19,9,7,1, ,40,108
31-01-16,47,22,12,6,1,1,37,126
01-02-16,42,20,11,8,1,2,39,123
02-02-16,36,19,15,7, ,2,47,126
03-02-16,43,19,8,10, ,2,37,119
04-02-16,36,16,13,10, ,3,40,118
05-02-16,34,18,16,6, ,2,40,116
06-02-16,44,19,25,6, ,3,44,141
07-02-16,50,31,25,4,1,3,56,170
08-02-16,61,31,24,2,1,3,59,181
09-02-16,65,24,17,5,1,3,48,163
10-02-16,43,14,10,6,1,2,28,104
11-02-16,30,18,13,8,2,2,41,114
12-02-16,45,18,14,5,2,2,37,123
13-02-16,35,15,15,6,2,1,42,116
14-02-16,44,18,15,6,2,2,47,134
15-02-16,45,21,15,5,2,2,47,137
16-02-16,48,26,23,6,2,2,54,161
17-02-16,61,29,17,9, ,2,54,172
18-02-16,58,17,6,11,2,3,32,129
19-02-16,27,14,9,14,2,4,43,113
20-02-16,45,22,17,8, ,3,51,146
21-02-16,48,24,17,8,2,3,49,151
22-02-16,44,23,12,8,3,3,50,143
23-02-16,52,21,6,13,2,5,47,146
24-02-16,41,18,15,9,2,3,46,134
25-02-16,45,26,17,11,2,1,51,153
26-02-16,51,25,16,8,3,2,49,154
27-02-16,46,22,17,5,2,2,47,141
28-02-16,43,24,13,7,2,1,50,140
29-02-16,47,25,15,10, ,2,49,148
01-03-16,46,25,13,8,1,18,51,162
02-03-16,55,27,12,9,2,2,51,158
03-03-16,52,25,9,10,2,2,47,147
04-03-16,45,20,16,10, ,5,42,138
05-03-16,44,20,16,6, ,4,41,131
06-03-16,37,18,12,9, ,4,45,125
07-03-16,48,21,9,14,2,4,51,149
08-03-16,50,20,19,10,2,2,44,147
09-03-16,42,20,15,18,3,2,50,150
10-03-16,57,21,18,10,1,3,48,158
11-03-16,47,18,15,11,1,3,47,142
12-03-16,46,20,14,12, ,3,47,142
13-03-16,50,21,18,9,1,4,54,157
14-03-16,55,22,17,6,1,3,54,158
15-03-16,59,22,23,14,1,6,54,179
16-03-16,54,22,26,12,1,2,57,174
17-03-16,61,24,28,12,1,2,59,187
18-03-16,65,28,33,12,2,2,60,202
19-03-16,69,28,27,13,1,2,61,201
20-03-16,75,30,28,19,1,2,61,216
21-03-16,67,29,23,22,1,3,59,204
22-03-16,69,29,30,19,2,3,62,214
23-03-16,70,24,32,10,2,3,59,200
24-03-16,66,26,38,1,2,6,61,200
25-03-16,68,25,22,1,2,5,57,180
26-03-16,62,29,23,1,1,1,59,176
27-03-16,73,32,23,5,1,2,58,194
28-03-16,65,39,31,15,1,5,72,228
29-03-16,104,51,26,7,2,5,74,269
30-03-16,94,43,22,12,2,5,71,249
31-03-16,104,44,24,11,1,6,66,256
01-10-15,171,97,33,15,3,18,170,507
02-10-15,140,74,24,21,5,13,116,393
03-10-15,173,82,29,15,9,15,170,493
04-10-15,102,72,36,10,4,6,85,315
05-10-15,162,90,30,21,4,12,155,474
06-10-15,165,67,27,18,3,10,90,380
07-10-15,100,39,30,27,5,9,77,287
08-10-15,90,48,36,16,6,9,88,293
09-10-15,110,49,31,14,5,5,84,298
10-10-15,104,46,46,10,4,5,90,305
11-10-15,116,57,36,15,4,6,107,341
12-10-15,140,65,37,16,5,5,126,394
13-10-15,156,59,24,15,4,5,92,355
14-10-15,114,42,34,13,3,4,80,290
15-10-15,92,53,39,13,4,5,110,316
16-10-15,138,55,31,14,4,4,90,336
17-10-15,116,55,40,11,5,5,118,350
18-10-15,133,72,31,11,4,6,116,373
19-10-15,132,62,31,11,4,5,107,352
20-10-15,109,61,37,12,4,6,118,347
21-10-15,148,52,35,12,5,3,78,333
22-10-15,88,59,47,12,4,8,155,373
23-10-15,163,106,27,15,4,14,178,507
24-10-15,176,79,30,18,4,11,144,462
25-10-15,166,80,42,17,4,12,156,477
26-10-15,169,79,47,18,6,12,129,460
27-10-15,151,55,26,14,4,9,78,337
28-10-15,92,27,22,9,3,5,52,210
29-10-15,42,20,18,16,4,5,53,158
30-10-15,51,19,17,14,4,7,49,161
31-10-15,49,25,36,17,3,6,60,196
01-11-15,63,25,21,19,3,5,55,191
02-11-15,52,21,12,21,3,5,57,171
03-11-15,52,24,19,24,6,4,62,191
04-11-15,70,40,30,28,11,6,81,266
05-11-15,100,46,31,21,13,6,81,298
06-11-15,91,29,19,20,13,4,53,229
07-11-15,52,30,30,27,9,8,73,229
08-11-15,87,45,43,25,10,8,89,307
09-11-15,115,39,20,15,9,6,64,268
10-11-15,68,25,19,23,2,7,61,205
11-11-15,72,33,28,20,6,10,68,237
12-11-15,80,32,8,21,7,7,63,218
13-11-15,74,27,19,12,3,5,55,195
14-11-15,50,19,16,11,2,4,40,142
15-11-15,43,13,3,14,2,4,36,115
16-11-15,35,14,24,20,8,4,41,146
17-11-15,47,27,27,14,11,5,51,182
18-11-15,58,19,14,17,4,4,51,167
19-11-15,52,19,10,14,3,4,45,147
20-11-15,39,18,18,19,2,6,43,145
21-11-15,50,24,9,13,8,4,49,157
22-11-15,62,34,38,21,22,3,64,244
23-11-15,90,32,12,24,8,2,61,229
24-11-15,74,32,24,22,4,5,61,222
25-11-15,71,18,9,14,2,2,35,151
26-11-15,32,11,15,12,1,2,31,104
27-11-15,28,16,22,14,3,2,44,129
28-11-15,45,22,22,15,3,3,48,158
29-11-15,52,18,17,18,11,3,49,168
30-11-15,49,16,12,16,4,4,36,137
01-12-15,35,15,10,16,2,6,44,128
02-12-15,43,16,14,12,2,3,43,133
03-12-15,40,21,17,17,2,3,53,153
04-12-15,55,19,13,15,3,3,43,151
05-12-15,45,21,10,13,2,6,42,139
06-12-15,48,14,13,9,1,3,30,118
07-12-15,30,18,12,14,2,4,49,129
08-12-15,46,16,13,12,3,4,38,132
09-12-15,30,14,15,16,3,5,42,125
10-12-15,42,19,10,16,2,7,49,145
11-12-15,47,19,12,11,2,8,39,138
12-12-15,40,14,3,11,2,11,29,110
13-12-15,29,13,10,14,3,9,33,111
14-12-15,35,20,11,15,2,5,54,142
15-12-15,56,22,17,15,2,5,51,168
16-12-15,52,26,20,14,2,6,55,175
17-12-15,57,31,18,14,2,6,60,188
18-12-15,70,34,25,13,3,6,59,210
19-12-15,63,28,34,8,2,6,59,200
20-12-15,64,24,30,12,2,5,54,191
21-12-15,55,27,43,17,3,5,63,213
22-12-15,68,29,28,17,5,4,60,211
23-12-15,68,23,9,18,3,5,49,175
24-12-15,49,22,17,11,2,5,44,150
25-12-15,40,17,16,10,1,3,35,122
26-12-15,36,18,18,9,1,3,39,124
27-12-15,36,17,14,10,1,3,43,124
28-12-15,38,15,7,11,1,2,34,108
29-12-15,29,19,16,13,1,2,44,124
30-12-15,41,24,29,22, , ,40,156
31-12-15,38,20,6,27, , ,25,116
01-01-16,23, , , , , , ,23
14-07-15,31,19,12,14,2,3,39,120
15-07-15,36,15,11,15,3,5,43,128
16-07-15,41,20,13,14,4,6,50,148
17-07-15,43,21,15,14,3,8,49,153
18-07-15,44,21,17,11,2,7,52,154
19-07-15,35,22,15,10,2,3,44,131
20-07-15,38,20,15,12,3,2,47,137
21-07-15,40,19,14,15,3,2,46,139
22-07-15,41,20,15,15,2,2,51,146
23-07-15,40,19,11,14,2,3,49,138
24-07-15,41,20,14,13,3,3,48,142
25-07-15,46,22,19,12,4,3,55,161
26-07-15,32,19,10,11,4,3,44,123
27-07-15,51,19,12,14,7,3,57,163
28-07-15,33,20,9,11,4,2,42,121
29-07-15,34,14,14,7,3,2,36,110
30-07-15,38,16,12,9,2,2,47,126
31-07-15,52,20,11,16,3,4,57,163
01-08-15,53,25,12,17,4,5,55,171
02-08-15,40,20,13,12,5,3,47,140
03-08-15,36,17,7,15,3,3,39,120
04-08-15,47,18,15,18,4,5,50,157
05-08-15,54,20,17,17,6,5,55,174
06-08-15,49,21,11,18,3,4,54,160
07-08-15,52,22,10,18,3,5,56,166
08-08-15,56,22,16,17,3,5,56,175
09-08-15,46,21,20,12,5,4,46,154
10-08-15,61,26,21,9,3,3,60,183
11-08-15,54,28,13,11,3,4,56,169
12-08-15,55,25,5,16,4,5,56,166
13-08-15,57,25,16,15,7,6,57,183
14-08-15,53,21,14,13,4,4,55,164
15-08-15,49,22,17,10,4,6,53,161
16-08-15,47,24,16,8,3,8,52,158
17-08-15,50,24,13,10,4,5,55,161
18-08-15,54,26,27,10,3,2,57,179
19-08-15,74,30,27,13,4,1,67,216
20-08-15,81,37,27,13,5,2,72,237
21-08-15,82,39,22,17,5,2,69,236
22-08-15,102,43,26,16,7,3,82,279
23-08-15,89,43,32,8,2,2,74,250
24-08-15,92,41,27,9,2,2,75,248
25-08-15,104,47,18,15,3,3,83,273
26-08-15,78,43,17,13,2,2,69,224
27-08-15,70,34,23,12,3,2,64,208
28-08-15,79,32,16,12,2,3,68,212
29-08-15,82,38,22,8,3,2,71,226
30-08-15,60,35,15,7,2,1,57,177
31-08-15,62,27,22,9,2,2,57,181
01-09-15,77,33,30,10,2,3,69,224
02-09-15,84,44,29,11,2,4,75,249
03-09-15,114,48,25,9,2,5,89,292
04-09-15,85,48,19,11,2,4,73,242
05-09-15,122,49,26,9,3,5,91,305
06-09-15,129,56,32,10,3,5,97,332
07-09-15,107,47,28,11,4,4,85,286
08-09-15,119,53,29,11,3,5,96,316
09-09-15,89,47,14,17,4,5,75,251
10-09-15,157,57,24,21,6,12,135,412
11-09-15,124,82,34,14,7,9,120,390
12-09-15,119,50,29,13,5,5,96,317
13-09-15,156,71,34,10,3,8,143,425
14-09-15,147,78,20,13,3,8,140,409
15-09-15,156,77,16,22,3,10,119,403
16-09-15,130,61,15,22,5,8,103,344
17-09-15,82,48,25,17,5,4,72,253
18-09-15,105,44,25,12,4,4,88,282
19-09-15,148,67,33,11,2,9,131,401
20-09-15,97,50,31,11,2,6,79,276
21-09-15,95,42,22,13,4,6,80,262
22-09-15,111,46,24,13,5,8,95,302
23-09-15,126,52,33,18,8,7,115,359
24-09-15,222,98,37,13,11,17,240,638
25-09-15,191,141,27,14,14,16,214,617
26-09-15,91,67,27,11,8,5,77,286
27-09-15,119,43,29,10,5,5,97,308
28-09-15,171,75,24,17,10,11,162,470
29-09-15,184,94,34,19,11,20,186,548
30-09-15,161,87,27,19,7,12,150,463
01-04-15,55,21,13,18,3,4,49,163
02-04-15,46,23,21,23,5,5,59,182
03-04-15,67,30,31,23,10,3,64,228
04-04-15,74,26,11,21,5,2,55,194
05-04-15,55,25,29,22,6,2,62,201
06-04-15,72,29,14,14,6,2,52,189
07-04-15,51,19,16,10,2,1,40,139
08-04-15,36,18,16,9,2,2,46,129
09-04-15,41,18,20,6,2,2,38,127
10-04-15,32,16,17,16,2,2,45,130
11-04-15,43,20,21,16,2,3,52,157
12-04-15,45,22,30,14,2,2,55,170
13-04-15,56,24,24,12,2,2,48,168
14-04-15,47,20,25,10,2,2,43,149
15-04-15,41,17,25,8,2,1,41,135
16-04-15,31,21,20,10,3,2,52,139
17-04-15,51,24,31,18,4,2,59,189
18-04-15,60,25,46,20,8,2,55,216
19-04-15,56,28,14,28,10,5,59,200
20-04-15,62,36,34,33,7,4,72,248
21-04-15,88,30,31,21,6,4,57,237
22-04-15,64,27,15,16,7,5,57,191
23-04-15,63,30,15,15,10,6,54,193
24-04-15,61,25,14,15,11,5,49,180
25-04-15,50,19,13,10,7,2,40,141
26-04-15,39,18,11,13,2,2,53,138
27-04-15,51,28,10,15,3,4,55,166
28-04-15,57,22,19,12,2,5,52,169
29-04-15,55,22,17,15,2,3,54,168
30-04-15,57,25,30,16,3,5,57,193
01-05-15,62,24,11,15,5,5,53,175
02-05-15,56,21,6,11,6,2,38,140
03-05-15,42,19,13,15,5,3,52,149
04-05-15,53,30,14,21,4,5,65,192
05-05-15,69,32,26,23,7,5,59,221
06-05-15,75,28,5,12,10,3,51,184
07-05-15,45,20,8,10,5,3,51,142
08-05-15,46,16,12,9,6,2,35,126
09-05-15,38,16,11,5,5,2,42,119
10-05-15,36,18,11,4,3,2,45,119
11-05-15,36,16,10,6,3,3,44,118
12-05-15,40,16,13,9,4,3,52,137
13-05-15,44,16,10,10,4,3,44,131
14-05-15,35,23,5,19,3,7,58,150
15-05-15,61,19,7,8,4,3,35,137
16-05-15,31,12,8,8,4,2,31,96
17-05-15,30,19,7,13,3,4,55,131
18-05-15,53,20,11,8,6,4,54,156
19-05-15,47,18,9,7,4,3,45,133
20-05-15,35,24,15,6,4,6,57,147
21-05-15,57,21,11,9,4,2,54,158
22-05-15,48,21,6,12,5,3,53,148
23-05-15,54,23,17,9,12,4,49,168
24-05-15,47,17,8,8,6,3,48,137
25-05-15,40,16,13,9,4,3,52,137
26-05-15,44,24,10,10,2,5,51,146
27-05-15,48,19,14,10,4,5,46,146
28-05-15,44,13,15,9,3,2,30,116
29-05-15,29,14,15,8,4,1,35,106
30-05-15,31,16,20,10,4,1,40,122
31-05-15,34,21,20,14,4,4,53,150
01-06-15,48,17,15,13,5,3,50,151
02-06-15,41,19,20,17,5,4,52,158
03-06-15,52,16,13,15,5,2,42,145
04-06-15,37,20,13,17,3,3,51,144
05-06-15,43,20,4,21, , ,57,145
06-06-15,53,24,7,17,4,6,40,151
07-06-15,44,15,5,15,4,4,38,125
08-06-15,38,22,7,20,5,5,55,152
09-06-15,59,18,15,15,15,2,41,165
10-06-15,42,14,12,17,7,1,38,131
11-06-15,29,14,3,16,4,2,45,113
12-06-15,30,14,11,19,8,2,38,122
13-06-15,38,21,7,15,14,3,38,136
14-06-15,35,15,7,16,5,2,46,126
15-06-15,44,22,10,19,4,2,52,153
16-06-15,52,25,12,22,4,2, ,117
17-06-15,57,23,18,18,3,2, ,121
18-06-15,55,20,13,13,3,2, ,106
19-06-15,42,17,12,12,2,2, ,87
20-06-15,31,18,13,12,3, , ,77
01-01-15,55,25,26,14,2,1, ,123
02-01-15,48,30,25,8,2,2,55,170
03-01-15,48,20,27,7,1,2,40,145
04-01-15,37,14,25,11,2,2,38,129
05-01-15,35,18,20,11,3,3,42,132
06-01-15,35,14,16,14,3,4,37,123
07-01-15,31,11,13,14,3,2,33,107
08-01-15,26,11,13,10,2,1,27,90
09-01-15,23,11,22,13,2,1,31,103
10-01-15,31,16,19,8,3,2,38,117
11-01-15,28,16,20,10,3,1,41,119
12-01-15,35,20,23,11,3,1,39,132
13-01-15,32,18,24,10,2,2,36,124
14-01-15,30,19,24,9,1,1,44,128
15-01-15,29,20,24,8,2,2,48,133
16-01-15,42,22,30,6,3,2,52,157
17-01-15,38,21,23,4,3,1,46,136
18-01-15,41,27,28,9,3,2,53,163
19-01-15,45,30,27,7,3,2,56,170
20-01-15,55,34,21,11,3,3,58,185
21-01-15,58,34,30,8,3,3,64,200
22-01-15,74,34,25,10,4,2,54,203
23-01-15,52,31,29,7,4,2,58,183
24-01-15,65,40,43,5,5,3,72,233
25-01-15,84,39,29,8,5,2,63,230
26-01-15,70,32,24,9,5,2,56,198
27-01-15,62,25,20,11,5,2,51,176
28-01-15,49,21,10,17,10,2,41,150
29-01-15,35,15,18,15,11,2,37,133
30-01-15,34,19,20,14,7,2,41,137
31-01-15,33,20,24,12,7,2,40,138
01-02-15,35,22,18,12,5,1,50,143
02-02-15,36,23,19,6,4,1,48,137
03-02-15,37,16,17,12,2,2,34,120
04-02-15,31,21,20,11,2,2,46,133
05-02-15,33,20,20,14,3,2,41,133
06-02-15,37,23,29,13,3,2,49,156
07-02-15,41,28,31,10,4,3,55,172
08-02-15,53,28,30,9,4,3,54,181
09-02-15,49, , , , , ,53,102
10-02-15,47, , , , , ,60,107
11-02-15,64, , , , , ,61,125
12-02-15,63, , , , , ,63,126
13-02-15,65, , , , , ,60,125
14-02-15,59,29,36,11,4,2,60,201
15-02-15,59,27,30,11,4,2,57,190
16-02-15,56,28,23,11,4,2,52,176
17-02-15,55,22,16,9,4,2,45,153
18-02-15,44,18,21,7,2,2,31,125
19-02-15,30,16,24,6,2,1,39,118
20-02-15,39,20,25,8,2,1,47,142
21-02-15,47,18,25,8,2,1,39,140
22-02-15,40,17,23,13,2,2,44,141
23-02-15,38,21,18,11,2,2,49,141
24-02-15,49,20,23,13,3,2,49,159
25-02-15,49,22,21,11,3,2,50,158
26-02-15,48,22,23,11,3,2,51,160
27-02-15,51,21,20,10,4,2,44,152
28-02-15,44,18,17,11,3,2,39,134
01-03-15,39,18,16,14,2,1,46,136
02-03-15,41,20,18,14,3,2,54,152
03-03-15,43,25,26,19,4,3,54,174
04-03-15,50,27,27,16,4,3,57,184
05-03-15,65,30,28,18,4,2,61,208
06-03-15,65,27,22,12,4,2,48,180
07-03-15,49,19,23,12,3,2,44,152
08-03-15,37,13,14,15,3,2,42,126
09-03-15,37,18,16,15,4,2,45,137
10-03-15,40,20,10,16,3,2,40,131
11-03-15,38,19,16,16,2,2,49,142
12-03-15,48,25,26,15,3,2,46,165
13-03-15,44,22,26,13,6,2,44,157
14-03-15,42,20,22,10,10, ,38,142
15-03-15,36,20,26,17,8,3,53,163
16-03-15,51,24,28,12,3,2,57,177
17-03-15,53,24,34,10,2,2,58,183
18-03-15,56,26,30,14,3,3,59,191
19-03-15,62,34,49,18,2,3,78,246
20-03-15,100,40,42,14,3,3,71,273
21-03-15,88,38,34,20,2,4,63,249
22-03-15,73,31,24,22,2,5,65,222
23-03-15,71,29,26,12,2,2,58,200
24-03-15,63,25,20,10,3,2,50,173
25-03-15,49,23,18,10,3,2,51,156
26-03-15,55,25,19,11,3,1,50,164
27-03-15,47,25,18,4,3,1,52,150
28-03-15,47,23,15,4,2,2,49,142
29-03-15,43,21,21,4,2,1,51,143
30-03-15,43,24,19,13,2,2,54,157
31-03-15,51,24,15,24,2,3,54,173
01-10-14,93,37,33,16,10,4,74,267
02-10-14,83,39,40,15,11, ,73,261
03-10-14,87,36,22,18,12,4,64,243
04-10-14,78,23,23,9,15,4,33,185
05-10-14,59,26,41,13,15,6,94,254
06-10-14,107,58,33,14,14, ,86,312
07-10-14,100,45,30,14,10,5,82,286
08-10-14,111,42,30,13,10,4,65,275
09-10-14,70,31,35,12,10,3,59,220
10-10-14,60,40,36,17,10,5,87,255
11-10-14,115,55,37,21,11,7,89,335
12-10-14,115,39,40,23,11,5,69,302
13-10-14,84,37,28,26,11,5,67,258
14-10-14,79,39,30,25,10,8,74,265
15-10-14,92,34,21,18,10,5,61,241
16-10-14,69,28,16,18,9,5,62,207
17-10-14,70,33,16,22,11,7,72,231
18-10-14,90,47,36,17,13,8,92,303
19-10-14,114,46,30,19,12,7,81,309
20-10-14,98,37,16,23,11,6,71,262
21-10-14,82,32,12,24,11,6,63,230
22-10-14,72,37,21,32,25,8,75,270
23-10-14,98,40,35,22,23,5,74,297
24-10-14,88,34,31,20,10,5,69,257
25-10-14,77,27,22,12,7,4,59,208
26-10-14,60,22,10,16,5,4,56,173
27-10-14,55,26,8,21,6,5,68,189
28-10-14,78,37,11,21,8,6,69,230
29-10-14,77,33,6,27,6,5,68,222
30-10-14,78,34,27,25,6,6,67,243
31-10-14,80,33,27,25,12,8,68,253
01-11-14,84,37,42,16,14,6,88,287
02-11-14,117,54,33,19,13,6,89,331
03-11-14,107,44,36,18,8,6,75,294
04-11-14,93,35,36,18,5,6,69,262
05-11-14,93,33,26,23,5,7,65,252
06-11-14,72,24,21,25,6,6,51,205
07-11-14,60,23,24,21,9,5,56,198
08-11-14,56,16,19,16,10,4,36,157
09-11-14,38,25,21,23,10,6,64,187
10-11-14,68,24,18,25,5,6,61,207
11-11-14,63,36,23,30,8,9,68,237
12-11-14,82,28,30,20,8,7,50,225
13-11-14,47,20,30,15,3,4,36,155
14-11-14,35,16,24,19,4,4,34,136
15-11-14,31,15,16,15,7,5,36,125
16-11-14,36,17,20,18,6,5,44,146
17-11-14,43,16,6,18,5,5,43,136
18-11-14,43,17,27,14,4,5,42,152
19-11-14,40,15,16,18,3,5,37,134
20-11-14,40,18,16,20,3,6,45,148
21-11-14,40,17,19,17,4,6,51,154
22-11-14,44,18,18,14,4,6,42,146
23-11-14,42,17,16,19,4,5,49,152
24-11-14,43,17,18,17,5,5,43,148
25-11-14,44,18,18,18,5,4,47,154
26-11-14,39,18,18,17,4,4,47,147
27-11-14,43,20,17,16,5,5,46,152
28-11-14,45,14,13,15,4,4,32,127
29-11-14,35,16,23,15,9,5,46,149
30-11-14,45,19,12,20,14,4,43,157
01-12-14,44,20,16,22,18,5,50,175
02-12-14,52,24,29,19,13,6,56,199
03-12-14,58,22,17,19,9,5,51,181
04-12-14,55,26,42,21,20,5,64,233
05-12-14,75,25,20,17,15,4,44,200
06-12-14,42,17,23,14,5,4,37,142
07-12-14,30,14,18,15,4,5,42,128
08-12-14,37,17,21,15,4,5,47,146
09-12-14,42,23,22,14,5,4, ,110
10-12-14,46,23,23,16,4,3, ,115
11-12-14,45,21,24,17,4,3, ,114
12-12-14,40,18,23,18,5,2, ,106
13-12-14,35,19,22,15,5,3, ,99
14-12-14,38,15,16,11,6,2, ,88
15-12-14,29,13,14,14,6,4, ,80
16-12-14,34,14,13,17,6,4, ,88
17-12-14,29,15,16,14,3,4, ,81
18-12-14,31,13,18,15,2,5, ,84
19-12-14,26,13,20,15,3,5, ,82
20-12-14,33,11,21,12,3,3, ,83
21-12-14,29,11,17,13,3,3, ,76
22-12-14,27,14,11,14,4,2, ,72
23-12-14,32,15,14,15,5,3, ,84
24-12-14,32,14,19,15,5,3,52,140
25-12-14,41,18,15,19,6,4, ,103
26-12-14,39,16,19,20,5,4, ,103
27-12-14,38,13,19,10,4,3, ,87
28-12-14,22, , , , , , ,22
01-07-14,49,22,14,12,5,4,55,161
02-07-14,54,25,14,10,5,4,60,172
03-07-14,63,25,9,11,6,3,59,176
04-07-14,62,26,8,11,8,4,53,172
05-07-14,65,21,11,10,11,4,52,174
06-07-14,58,17,12,10,7,3,51,158
07-07-14,50,18,18,10,10,3,52,161
08-07-14,51,19,9,10,10,3,42,144
09-07-14,52,16,14,9,6,2,48,147
10-07-14,44,20,9,9,6,3,54,145
11-07-14,53,21,12,11,9,4,52,162
12-07-14,55,19,19,7,16,2,46,164
13-07-14,51,17,18,7,8,2,48,151
14-07-14,43,26,15,6,10,3,54,157
15-07-14,55,26,20,7,5,3,54,170
16-07-14,54,27,10,11,7,3,57,169
17-07-14,59,23,16,9,9,3,55,174
18-07-14,59,22,14,7,6,3,52,163
19-07-14,54,19,18,8,7,3,51,160
21-07-14,48,19,15,5,6,3,44,140
22-07-14,46,22,17,7,7,3,53,155
23-07-14,53,26,19,6,7,3,56,170
24-07-14,56,30,20,7,8,3,59,183
25-07-14,60,30,18,5,6, ,56,175
26-07-14,58,25,18,7,5,4,51,168
27-07-14,55,21,18,7,7,4,52,164
28-07-14,57,20,10,9,7,4,48,155
29-07-14,54,22,6,14,6,5,55,162
30-07-14,57,20,6,10,7,4,42,146
31-07-14,53,13,10,9,9,3,42,139
01-08-14,36,18,12,9,7,3,53,138
02-08-14,51,23,19,8,6,3,56,166
03-08-14,60,22,15,10,9,3,56,175
04-08-14,60,21,10,8,7,3,43,152
05-08-14,52,16,8,11,8,3,46,144
06-08-14,40,15,9,10,8,3,37,122
07-08-14,37,15,6,11,8,3,41,121
08-08-14,40,16,18,5,4,2,31,116
09-08-14,36,10,15,6,3, ,30,100
10-08-14,27,10,9,8,5, ,36,95
11-08-14,34,15,8,10,7,3,43,120
12-08-14,41,18,5,14,13,4,49,144
13-08-14,50,19,6,12,9,3,47,146
14-08-14,50,17,6,15,6,3,46,143
15-08-14,45,28,17,15,8,6,60,179
16-08-14,68,28,9,12,7,3,55,182
17-08-14,65,21,21,7,6,2,55,177
18-08-14,55,24,21,9,6,3,55,173
19-08-14,60,24,20,13,8,4,60,189
20-08-14,62,26,20,13,9,3,60,193
21-08-14,64,26,19,11,10,4,54,188
22-08-14,63,17,14,9,7,3,43,156
23-08-14,45,21,9,13,10,5,55,158
24-08-14,54,24,8,14,9,6,59,174
25-08-14,61,30,12,16,7,8,60,194
26-08-14,69,24,13,17,15,4,51,193
27-08-14,62,20,6,15,18,5,47,173
28-08-14,55,19,17,11,7,5,54,168
29-08-14,54,23,18,11,8,6,56,176
30-08-14,58,21,16,8,8,5,54,170
31-08-14,55,24,28,8,7,4,61,187
01-09-14,61,29,27,9,8,4,61,199
02-09-14,68,34,16,12,12,4,62,208
03-09-14,77,35,29,14,11,9,71,246
04-09-14,79,35,26,12,13,3,62,230
05-09-14,80,24,16,7,18,2,40,187
06-09-14,58,17,27,9,13,3,52,179
07-09-14,44,28,27,11,11,3,64,188
08-09-14,67,32,23,12,11,3,62,210
09-09-14,73,32,26,18,10,4,61,224
10-09-14,71,33,24,18,8,4,61,219
11-09-14,71,38,24,23,7,7,65,235
12-09-14,79,37,22,19,8,4,66,235
13-09-14,77,36,28,16,8,3,67,235
14-09-14,74,41,21,21,9,5,90,261
15-09-14,91,40,31,15,8,3,62,250
16-09-14,84,33,32,14,7,3,67,240
17-09-14,65,52,36,16,7,6,97,279
18-09-14,116,58,28,18,8,6,89,323
19-09-14,137,38,17,17,9,4,56,278
20-09-14,84,23,30,16,10,4,62,229
21-09-14,57,50,30,17,10,6,77,247
22-09-14,109,34,31,14,7,3,61,259
23-09-14,72,37,27,14,8,4,69,231
24-09-14,75,27,20,18,14,6,49,209
25-09-14,64,27,42,22,17,6,66,244
26-09-14,64,33,33,18,10,5,66,229
27-09-14,78,35,43,11,8,5,73,253
28-09-14,85,38,38,14,9,5,70,259
29-09-14,85,39,37,15,10,5,73,264
30-09-14,86,42,30,18,9,5,74,264
01-04-14,62,24,27,15,7,3, ,138
02-04-14,61,20,16,10,7,2, ,116
03-04-14,54,22,26,19,6,4, ,131
04-04-14,59,28,9,17,7,4, ,124
05-04-14,70,20,23,11,3,3, ,130
06-04-14,56,19,27,12,1,3, ,118
07-04-14,47,22,22,16,5,3, ,115
08-04-14,54,26,32,19,7,4, ,142
09-04-14,62,25,16,15,3,4, ,125
10-04-14,62,25,28,21,4,6, ,146
11-04-14,63,26,16,18,4,5,55,187
12-04-14,62,24,37,13,3,4,57,200
13-04-14,62,25,15,12,6,5,55,180
14-04-14,65,29,17,22,4,5, ,142
15-04-14,65,35,17,15,9,3, ,144
16-04-14,80,33,19,22,14,6, ,174
17-04-14,74,40,13,33,11,5, ,176
18-04-14,89,24,16,20,4,4, ,157
19-04-14,61,33,25,12,16,3, ,150
20-04-14,76,20,7,37,8,5, ,153
21-04-14,55,27,4,27,7,5, ,125
22-04-14,65,28,9,32,7,6, ,147
23-04-14,68,30,7,34,3,6, ,148
24-04-14,68,21,15,21,2,5, ,132
25-04-14,57,34,20,35,5,6, ,157
26-04-14,80,35,11,24,6,5, ,161
27-04-14,82,26,17,28,10,4, ,167
28-04-14,68,30,15,22,20,4, ,159
29-04-14,74,31,10,28,9,4, ,156
30-04-14,74,35,8,23,9,5, ,154
01-05-14,78,20,14,30,18,3, ,163
02-05-14,61,20,13,21,9,3, ,127
03-05-14,55,18,7,22,7,4, ,113
04-05-14,46,23,23,8,7,3, ,110
05-05-14,59,23,5,21,5,4, ,117
06-05-14,57,20,11,22,5,5,50,170
07-05-14,51,19,15,25,7,5,46,168
08-05-14,49,32,17,33,13,9,66,219
09-05-14,78,21,15,14,7,3,45,183
10-05-14,56,21,24,18,6,5,56,186
11-05-14,52,24,9,20,6,6,56,173
12-05-14,64,26,38,18,11,6,61,224
13-05-14,64,29,18,20,16,5,55,207
